Date,Time,Site,Depth (cm),Instrument Used,Dissolved Oxygen (mg/L),Dissolved Oxygen (%),Conductivity-specific (mS/cm),Salinity (ppt),Temperature (C),Pressure (mmHg),pH,Turbidity (cm),Comments
09/26/2017,10:40,PIER,210,YSI Pro2030,,70.1,99.1,,20.2,752.2,,,
09/27/2017,10:50,PIER,10,YSI Pro2030,,97.4,99.3,,22.5,753.8,9.0,,
09/27/2017,10:50,PIER,60,YSI Pro2030,,103.4,99.4,,21.6,753.5,,,
09/27/2017,10:50,PIER,110,YSI Pro2030,,108.3,99.4,,21.2,753.5,,,
09/27/2017,10:50,PIER,160,YSI Pro2030,,108.7,99.6,,21.0,753.6,,,
09/27/2017,10:50,PIER,210,YSI Pro2030,,102.2,99.7,,20.7,753.8,,,
09/28/2017,10:45,PIER,10,YSI Pro2030,,111.0,99.0,,22.4,761.8,9.2,,
09/28/2017,10:45,PIER,60,YSI Pro2030,,111.7,99.1,,22.2,761.4,,,
09/28/2017,10:45,PIER,110,YSI Pro2030,,107.7,99.4,,21.6,761.1,,,
09/28/2017,10:45,PIER,160,YSI Pro2030,,99.3,99.7,,21.6,760.8,,,
09/28/2017,10:45,PIER,210,YSI Pro2030,,92.5,99.7,,21.3,760.5,,,
09/29/2017,12:45,CUL1,10,YSI Pro2030,,80.9,180.3,,20.7,758.7,8.6,,some interesting larvae present. Saw 4-look like salamander - 2cm long
09/29/2017,11:25,MO1,10,YSI Pro2030,,121.8,99.1,,24.2,759.9,9.1,,"our usual sampling spot, lots of 1-1.5"" fish"
09/29/2017,11:30,MO1,10,YSI Pro2030,,115.6,99.4,,22.6,759.9,9.1,,went further out to be able to sample 20 cm depth
09/29/2017,11:33,MO1,20,YSI Pro2030,,119.8,99.3,,22.5,759.9,9.1,,went further out to be able to sample 20 cm depth
09/29/2017,12:10,PIER,10,YSI Pro2030,,113.4,99.7,,23.5,759.9,,,
09/29/2017,12:05,PIER,60,YSI Pro2030,,110.4,100.2,,22.3,759.9,,,
09/29/2017,12:10,PIER,110,YSI Pro2030,,103.4,99.7,,21.5,759.9,,,
09/29/2017,12:15,PIER,160,YSI Pro2030,,98.6,100.1,,21.3,759.9,,,
09/29/2017,12:20,PIER,210,YSI Pro2030,,77.9,99.9,,21.1,759.9,,,
09/29/2017,12:25,PIER,260,YSI Pro2030,,34.8,98.7,,21.2,759.9,,,
09/29/2017,12:25,PIER,310,YSI Pro2030,,12.8,98.7,,21.2,759.3,,,
09/29/2017,13:00,VBR1,10,YSI Pro2030,5.36,73.4,40.6,26.0,23.4,756.7,9.2,,
09/29/2017,13:00,VBR1,30,YSI Pro2030,10.25,197.6,83.1,58.1,33.7,756.7,,,at bottom. Depth to concrete beaam=50cm
09/29/2017,13:00,VBR1,20,YSI Pro2030,7.88,110.4,40.16,25.6,24.6,756.7,,,
09/29/2017,13:00,VBR1,10,YSI Pro2030,7.34,100.7,40.56,25.9,28.4,756.7,,,
10/02/2017,10:50,PIER,10,YSI Pro2030,,49.2,99.4,,23.0,756.2,9.0,,
10/02/2017,10:50,PIER,60,YSI Pro2030,,48.3,99.5,,22.8,756.0,,,
10/02/2017,10:50,PIER,110,YSI Pro2030,,48.4,99.6,,22.3,756.7,,,
10/02/2017,10:50,PIER,160,YSI Pro2030,,49.8,99.8,,22.3,756.4,,,
10/02/2017,10:50,PIER,210,YSI Pro2030,,26.2,100.1,,22.0,756.1,,,
10/03/2017,12:00,PIER,10,YSI Pro2030,,106.4,100.3,,23.2,758.4,9.2,,
10/03/2017,12:00,PIER,60,YSI Pro2030,,102.2,100.7,,23.0,757.8,,,
10/03/2017,12:00,PIER,110,YSI Pro2030,,96.4,100.8,,22.1,757.7,,,
10/03/2017,12:00,PIER,160,YSI Pro2030,,91.8,100.8,,21.8,757.4,,,
10/03/2017,12:00,PIER,210,YSI Pro2030,,78.0,100.9,,21.5,757.2,,,
10/04/2017,10:45,PIER,10,YSI Pro2030,,88.0,101.1,,21.2,762.9,9.3,,
10/04/2017,10:45,PIER,60,YSI Pro2030,,84.1,100.8,,20.9,762.5,,,
10/04/2017,10:45,PIER,110,YSI Pro2030,,86.2,100.6,,20.6,761.9,,,
10/04/2017,10:45,PIER,160,YSI Pro2030,,84.7,101.0,,20.4,761.3,,,
10/04/2017,10:45,PIER,210,YSI Pro2030,,80.0,101.1,,20.0,761.0,,,
10/05/2017,10:40,PIER,10,YSI Pro2030,,89.6,100.2,,20.8,760.3,9.3,,
10/05/2017,10:40,PIER,60,YSI Pro2030,,87.8,101.3,,20.0,759.2,,,
10/05/2017,10:40,PIER,110,YSI Pro2030,,87.6,100.8,,19.7,758.8,,,
10/05/2017,10:40,PIER,160,YSI Pro2030,,80.1,101.3,,19.7,758.6,,,
10/05/2017,10:40,PIER,210,YSI Pro2030,,79.5,101.3,,19.5,758.3,,,
10/06/2017,10:50,PIER,10,YSI Pro2030,,85.1,102.4,,20.8,762.7,9.2,,
10/06/2017,10:50,PIER,60,YSI Pro2030,,93.8,101.0,,19.6,762.4,,,
10/06/2017,10:50,PIER,110,YSI Pro2030,,92.0,101.5,,19.4,762.0,,,
10/06/2017,10:50,PIER,160,YSI Pro2030,,1.9,98.1,,19.8,760.1,,,
10/06/2017,10:50,PIER,210,YSI Pro2030,,1.4,97.7,,19.9,760.0,,,
10/08/2017,9:30,MO1,5,YSI Pro2030,,89.5,101.0,,19.8,757.7,9.3,,"cool, breezy, clear. Few birds, no waders. 5+ vultures on far side from reading"
10/08/2017,11:05,PIER,10,YSI Pro2030,,77.0,102.0,,21.6,754.6,,,"very few birds, 2-3 Egrets, 2-4 Great Blue Herons"
10/08/2017,11:05,PIER,50,YSI Pro2030,,78.0,102.0,,21.2,754.2,,,
10/08/2017,11:05,PIER,100,YSI Pro2030,,78.0,102.0,,20.9,753.8,,,
10/08/2017,11:05,PIER,150,YSI Pro2030,,63.0,102.0,,20.5,753.2,,,
10/08/2017,11:05,PIER,200,YSI Pro2030,,31.0,102.0,,20.3,750.8,,,
10/08/2017,11:05,PIER,250,YSI Pro2030,,16.0,102.0,,20.3,752.9,,,
10/08/2017,11:05,PIER,300,YSI Pro2030,,5.3,101.0,,20.3,752.4,,,
10/08/2017,10:15,VBR1,10,YSI Pro2030,,112.0,67.0,,30.1,756.7,,,
10/08/2017,10:15,VBR1,50,YSI Pro2030,,71.0,96.0,,32.4,756.7,9.5,,
10/08/2017,10:15,VBR1,100,YSI Pro2030,,64.0,105.0,,32.8,756.7,,,
10/08/2017,10:15,VBR1,150,YSI Pro2030,,60.0,104.0,,32.6,,,,
10/08/2017,10:30,VBR2,10,YSI Pro2030,,92.0,43.0,,21.7,757.0,9.3,,
10/10/2017,13:50,PIER,10,YSI Pro2030,,107.6,101.8,,23.4,759.5,,,
10/10/2017,16:00,PIER,60,YSI Pro2030,,102.0,101.8,,23.2,758.8,,,
10/10/2017,16:05,PIER,110,YSI Pro2030,,98.0,103.9,,22.7,758.3,,,
10/12/2017,13:46,MO1,10,YSI Pro2030,,124.3,100.2,,22.0,760.4,9.2,,windy
10/12/2017,13:54,MO1,20,YSI Pro2030,,132.3,100.6,,21.9,760.8,,,
10/12/2017,15:04,PIER,10,YSI Pro2030,,142.5,102.1,,23.1,760.0,9.2,,
10/12/2017,15:08,PIER,60,YSI Pro2030,,155.1,102.2,,23.1,759.8,,,
10/12/2017,15:11,PIER,110,YSI Pro2030,,158.9,102.2,,23.0,759.5,,,
10/12/2017,15:15,PIER,160,YSI Pro2030,,108.4,103.0,,21.2,759.2,,,
10/12/2017,15:19,PIER,210,YSI Pro2030,,71.1,103.0,,20.3,759.1,,,
10/12/2017,15:21,PIER,260,YSI Pro2030,,38.1,101.5,,19.9,759.0,,,
10/14/2017,10:10,PIER,10,YSI Pro2030,,84.0,102.3,,20.0,763.3,9.2,,fairly still
10/14/2017,10:10,PIER,60,YSI Pro2030,,87.0,102.1,,19.4,761.4,,,
10/14/2017,10:10,PIER,110,YSI Pro2030,,94.2,102.3,,19.3,760.8,,,
10/14/2017,10:10,PIER,160,YSI Pro2030,,93.1,102.4,,18.9,760.3,,,
10/14/2017,10:10,PIER,210,YSI Pro2030,,96.3,102.4,,18.8,759.8,,,
10/15/2017,10:10,MO1,10,YSI Pro2030,,87.0,101.0,,18.6,,9.4,,"cormorants, swallows; clear, warm, very light breeze"
10/15/2017,10:20,MO1,20,YSI Pro2030,,85.0,102.0,,18.7,,,,
10/15/2017,11:05,VBR1,10,YSI Pro2030,,131.0,41.0,,20.8,,,,
10/15/2017,11:05,VBR1,10,YSI Pro2030,,131.0,41.0,,20.8,,,,
10/15/2017,11:05,VBR1,10,YSI Pro2030,,131.0,41.0,,20.8,,,,
10/15/2017,11:05,VBR1,10,YSI Pro2030,,131.0,41.0,,20.8,,,,
10/15/2017,11:05,VBR1,10,YSI Pro2030,,131.0,41.0,,20.8,,,,
10/15/2017,11:05,VBR1,10,YSI Pro2030,,131.0,41.0,,20.8,,,,
10/15/2017,11:05,VBR1,10,YSI Pro2030,,131.0,41.0,,20.8,,,,
10/15/2017,11:05,VBR1,10,YSI Pro2030,,131.0,41.0,,20.8,,,,
10/15/2017,11:05,VBR1,10,YSI Pro2030,,131.0,41.0,,20.8,,,,
10/15/2017,11:05,VBR1,10,YSI Pro2030,,131.0,41.0,,20.8,,,,
10/16/2017,10:50,PIER,10,YSI Pro2030,,100.2,99.7,,20.1,764.6,9.1,,
10/16/2017,10:50,PIER,60,YSI Pro2030,,109.8,102.9,,19.6,763.8,,,
10/16/2017,10:50,PIER,110,YSI Pro2030,,112.0,103.0,,19.1,763.2,,,
10/16/2017,10:50,PIER,160,YSI Pro2030,,111.0,103.3,,18.9,762.7,,,
10/16/2017,10:50,PIER,210,YSI Pro2030,,110.6,103.1,,18.6,762.1,,,
10/19/2017,10:50,PIER,10,YSI Pro2030,7.4,116.0,99.0,,21.8,757.9,9.1,,
10/19/2017,10:50,PIER,60,YSI Pro2030,,114.0,98.8,,21.5,759.9,,,
10/19/2017,10:50,PIER,110,YSI Pro2030,,108.0,96.5,,20.4,759.3,,,
10/19/2017,10:50,PIER,160,YSI Pro2030,,95.0,95.6,,19.9,759.5,,,
10/19/2017,10:50,PIER,210,YSI Pro2030,,89.0,95.5,,19.9,759.6,,,
10/21/2017,11:27,MO1,0,YSI Pro2030,11.6,123.0,91.4,,17.8,765.9,9.4,,
10/21/2017,11:27,MO1,10,YSI Pro2030,,110.0,90.6,,17.4,765.9,,,
10/21/2017,11:45,PIER,10,YSI Pro2030,,100.0,94.6,,18.9,764.0,,,
10/21/2017,11:45,PIER,60,YSI Pro2030,,92.0,93.0,,18.3,764.0,,,
10/21/2017,11:45,PIER,110,YSI Pro2030,,73.0,91.3,,17.4,764.0,,,
10/21/2017,11:45,PIER,160,YSI Pro2030,,41.0,90.8,,17.1,764.0,,,
10/21/2017,11:45,PIER,210,YSI Pro2030,,7.0,91.4,,17.2,763.9,,,
10/21/2017,12:17,VBR1,10,YSI Pro2030,6.9,86.0,42.45,33.9,16.9,763.5,9.4,,
10/21/2017,12:17,VBR1,40,YSI Pro2030,11.1,181.0,91.1,63.5,25.4,763.2,,,
10/21/2017,12:17,VBR1,30,YSI Pro2030,11.5,152.0,42.13,32.5,16.8,763.4,,,
10/23/2017,10:40,PIER,10,YSI Pro2030,,98.0,94.5,,19.0,765.3,9.3,,
10/23/2017,10:40,PIER,60,YSI Pro2030,,93.0,92.0,,17.9,764.4,,,
10/23/2017,10:40,PIER,110,YSI Pro2030,,88.0,91.9,,17.8,763.7,,,
10/23/2017,10:40,PIER,160,YSI Pro2030,,80.0,91.3,,17.4,763.1,,,
10/23/2017,10:40,PIER,210,YSI Pro2030,,15.0,91.6,,17.7,762.3,,,
10/26/2017,10:40,PIER,10,YSI Pro2030,,82.0,96.3,,19.6,758.0,8.9,,Water level from measurement on post. 2.2 ft = 130 cm actual depth
10/26/2017,10:40,PIER,60,YSI Pro2030,,68.0,95.2,,19.1,757.8,,,
10/26/2017,10:40,PIER,110,YSI Pro2030,,65.0,94.8,,18.9,757.5,,,
10/26/2017,10:40,PIER,160,YSI Pro2030,,46.0,94.7,,18.8,757.2,,,
10/26/2017,10:40,PIER,210,YSI Pro2030,,45.0,94.2,,18.6,757.9,,,
10/29/2017,10:50,MO1,10,YSI Pro2030,,11.0,92.5,,19.0,762.9,9.3,,Cloudy 60's
10/29/2017,12:00,PIER,10,YSI Pro2030,,114.0,97.0,,19.8,761.3,,,
10/29/2017,12:00,PIER,50,YSI Pro2030,,90.0,96.0,,19.5,760.7,,,
10/29/2017,12:00,PIER,100,YSI Pro2030,,73.0,96.0,,19.3,760.7,,,
10/29/2017,12:00,PIER,150,YSI Pro2030,,33.0,95.0,,19.1,759.8,,,
10/29/2017,12:00,PIER,200,YSI Pro2030,,19.0,96.0,,19.1,759.7,,,
10/29/2017,12:00,PIER,250,YSI Pro2030,,12.0,96.0,,19.1,759.7,,,
10/29/2017,11:30,VBR1,10,YSI Pro2030,,58.0,50.2,,19.3,,9.3,,
10/31/2017,11:00,PIER,10,YSI Pro2030,,108.0,98.3,,20.1,761.0,9.2,,Water level from measurement on post.
10/31/2017,11:00,PIER,60,YSI Pro2030,,102.0,96.7,,19.3,760.8,,,
10/31/2017,11:00,PIER,110,YSI Pro2030,,90.0,96.4,,19.3,760.0,,,
10/31/2017,11:00,PIER,160,YSI Pro2030,,73.0,96.5,,19.2,760.4,,,
10/31/2017,11:00,PIER,210,YSI Pro2030,,53.0,96.2,,19.1,760.2,,,
11/02/2017,11:20,PIER,10,YSI Pro2030,,83.0,96.6,,19.8,764.2,9.2,,Water level from measurement on post.
11/02/2017,11:20,PIER,60,YSI Pro2030,,82.0,96.4,,19.6,764.2,,,
11/02/2017,11:20,PIER,110,YSI Pro2030,,80.0,96.2,,19.5,763.9,,,
11/02/2017,11:20,PIER,160,YSI Pro2030,,48.0,96.4,,19.5,763.6,,,
11/02/2017,11:20,PIER,210,YSI Pro2030,,22.0,96.8,,19.5,763.7,,,
11/03/2017,11:20,PIER,10,YSI Pro2030,,84.0,95.9,,19.7,765.7,9.2,,Water level from measurement on post.
11/03/2017,11:20,PIER,60,YSI Pro2030,,80.0,96.5,,19.6,765.5,,,
11/03/2017,11:20,PIER,110,YSI Pro2030,,81.0,96.2,,19.5,765.3,,,
11/03/2017,11:20,PIER,160,YSI Pro2030,,66.0,96.3,,19.4,764.7,,,
11/03/2017,11:20,PIER,210,YSI Pro2030,,40.0,97.0,,19.6,764.0,,,
11/04/2017,12:05,CUL1,0,YSI Pro2030,,19.0,171.0,,17.0,763.2,8.6,,
11/04/2017,11:20,MO1,0,YSI Pro2030,,25.0,88.5,,19.1,764.4,9.3,,
11/04/2017,11:20,MO1,10,YSI Pro2030,,24.0,93.6,,19.1,764.5,,,
11/04/2017,11:45,PIER,10,YSI Pro2030,,26.0,96.6,,19.6,763.1,9.2,30.0,Water level measured from pier post
11/04/2017,11:45,PIER,60,YSI Pro2030,,22.0,96.6,,19.5,763.1,,,
11/04/2017,11:45,PIER,110,YSI Pro2030,,21.0,96.2,,19.2,763.2,,,
11/04/2017,11:45,PIER,160,YSI Pro2030,,21.0,95.4,,18.8,763.2,,,
11/04/2017,11:45,PIER,210,YSI Pro2030,,22.0,95.1,,18.6,763.3,,,
11/04/2017,12:20,VBR1,10,YSI Pro2030,10.4,137.0,43.05,31.0,19.2,762.0,9.2,30.0,
11/04/2017,12:20,VBR1,20,YSI Pro2030,12.1,165.0,44.04,31.3,20.6,761.7,,,
11/04/2017,12:20,VBR1,30,YSI Pro2030,12.2,183.0,49.9,34.0,23.1,761.1,,,
11/04/2017,12:20,VBR1,40,YSI Pro2030,12.2,192.0,53.7,36.5,22.8,760.9,,,
11/04/2017,12:30,VBR2,0,YSI Pro2030,9.2,130.0,52.6,36.8,22.4,761.1,9.2,,
11/04/2017,12:30,VBR2,10,YSI Pro2030,8.9,127.0,52.8,36.9,22.4,761.1,,,
11/06/2017,11:15,PIER,10,YSI Pro2030,,81.0,96.8,,19.5,756.6,9.2,,Water level measured from pier post
11/06/2017,11:15,PIER,60,YSI Pro2030,,70.0,95.0,,18.8,765.0,,,
11/06/2017,11:15,PIER,110,YSI Pro2030,,61.0,94.5,,18.6,765.1,,,
11/06/2017,11:15,PIER,160,YSI Pro2030,,62.0,94.4,,18.6,764.3,,,
11/06/2017,11:15,PIER,210,YSI Pro2030,,49.0,94.6,,18.6,763.7,,,
11/07/2017,16:15,MO1,0,YSI Pro2030,,107.0,94.7,,19.0,763.5,9.2,,
11/07/2017,16:15,MO1,10,YSI Pro2030,,111.0,95.2,,19.0,763.5,,,
11/07/2017,11:30,PIER,10,YSI Pro2030,,94.0,95.8,,19.5,766.3,9.2,,Water level measured from pier post
11/07/2017,11:30,PIER,60,YSI Pro2030,,85.0,95.3,,19.1,756.6,,,
11/07/2017,11:30,PIER,110,YSI Pro2030,,75.0,94.5,,18.5,765.3,,,
11/07/2017,11:30,PIER,160,YSI Pro2030,,69.0,93.3,,17.8,764.9,,,
11/07/2017,11:30,PIER,210,YSI Pro2030,,67.0,93.0,,17.6,764.6,,,
11/07/2017,15:30,VBR1,10,YSI Pro2030,8.0,109.0,43.4,30.8,21.5,763.2,9.2,,
11/07/2017,15:30,VBR1,20,YSI Pro2030,7.9,110.0,47.0,33.0,21.7,763.1,,,
11/07/2017,15:30,VBR1,30,YSI Pro2030,9.4,139.0,60.5,41.0,23.1,763.2,,,
11/07/2017,15:30,VBR1,40,YSI Pro2030,8.6,137.0,70.9,47.9,25.1,763.2,,,
11/07/2017,15:40,VBR2,0,YSI Pro2030,7.7,112.0,53.5,36.5,23.7,762.9,9.2,,
11/07/2017,15:40,VBR2,10,YSI Pro2030,7.8,114.0,53.2,36.2,23.7,762.7,,,
11/11/2017,10:35,MO1,0,YSI Pro2030,,22.0,91.1,,17.1,763.8,9.2,,
11/11/2017,10:35,MO1,10,YSI Pro2030,,20.0,91.7,,17.7,763.4,,,
11/11/2017,9:20,PIER,10,YSI Pro2030,,16.0,93.1,,17.7,766.5,9.1,21.0,Water level measured from pier post
11/11/2017,9:22,PIER,60,YSI Pro2030,,16.0,92.6,,17.4,766.5,,,
11/11/2017,9:24,PIER,110,YSI Pro2030,,15.0,92.1,,17.2,765.8,,,
11/11/2017,9:26,PIER,160,YSI Pro2030,,16.0,92.7,,17.0,765.4,,,
11/11/2017,9:27,PIER,210,YSI Pro2030,,16.0,91.4,,17.8,765.2,,,
11/11/2017,10:00,VBR1,10,YSI Pro2030,1.5,19.0,40.8,31.8,16.7,764.7,9.3,32.0,Small amount of algae on side of banks
11/11/2017,10:00,VBR1,20,YSI Pro2030,1.5,19.0,44.2,31.1,20.3,764.4,,,
11/11/2017,10:00,VBR1,30,YSI Pro2030,1.3,19.0,55.1,37.7,23.2,764.0,,,
11/11/2017,10:00,VBR1,40,YSI Pro2030,1.2,18.0,68.0,46.3,24.8,763.8,,,
11/14/2017,11:20,PIER,10,YSI Pro2030,,119.0,94.3,,18.6,764.8,9.2,,
11/14/2017,11:20,PIER,60,YSI Pro2030,,98.0,91.2,,16.8,764.4,,,
11/14/2017,11:20,PIER,110,YSI Pro2030,,83.0,89.5,,16.1,764.0,,,
11/14/2017,11:20,PIER,160,YSI Pro2030,,81.0,89.6,,16.1,763.6,,,
11/14/2017,11:20,PIER,210,YSI Pro2030,,74.0,89.7,,16.1,763.4,,,
11/17/2017,11:00,PIER,10,YSI Pro2030,,95.0,92.9,,18.6,765.2,9.2,,
11/17/2017,11:00,PIER,60,YSI Pro2030,,90.0,93.0,,18.4,764.9,,,
11/17/2017,11:00,PIER,110,YSI Pro2030,,86.0,92.6,,18.1,764.7,,,
11/17/2017,11:00,PIER,160,YSI Pro2030,,79.0,92.6,,17.8,764.0,,,
11/17/2017,11:00,PIER,210,YSI Pro2030,,2.0,90.9,,16.8,763.7,,,
11/20/2017,11:15,PIER,10,YSI Pro2030,,83.0,89.4,,16.5,765.2,9.2,,
11/20/2017,11:15,PIER,60,YSI Pro2030,,70.0,86.6,,15.0,765.0,,,
11/20/2017,11:15,PIER,110,YSI Pro2030,,71.0,86.3,,14.8,764.8,,,
11/20/2017,11:15,PIER,160,YSI Pro2030,,70.0,86.4,,14.8,764.6,,,
11/20/2017,11:15,PIER,210,YSI Pro2030,,64.0,86.2,,14.7,764.5,,,
11/21/2017,11:45,PIER,10,YSI Pro2030,,122.0,92.2,,17.7,764.8,9.1,,
11/21/2017,11:45,PIER,60,YSI Pro2030,,118.0,91.6,,17.4,764.5,,,
11/21/2017,11:45,PIER,110,YSI Pro2030,,93.0,91.1,,16.7,764.3,,,
11/21/2017,11:45,PIER,160,YSI Pro2030,,78.0,89.5,,15.9,764.1,,,
11/21/2017,11:45,PIER,210,YSI Pro2030,,41.0,88.5,,15.5,763.6,,,
11/22/2017,10:20,PIER,10,YSI Pro2030,,114.0,91.4,,16.9,761.8,,,
11/22/2017,10:20,PIER,60,YSI Pro2030,,100.0,89.8,,16.2,761.8,,,
11/22/2017,10:20,PIER,110,YSI Pro2030,,97.0,89.3,,15.9,761.6,,,
11/22/2017,10:20,PIER,160,YSI Pro2030,,7.0,89.3,,15.8,761.3,,,
11/22/2017,10:20,PIER,210,YSI Pro2030,,4.0,89.2,,16.0,761.7,,,
11/28/2017,11:30,PIER,10,YSI Pro2030,,108.0,86.5,,15.5,754.5,9.1,,
11/28/2017,11:30,PIER,60,YSI Pro2030,,108.0,86.6,,15.4,754.5,,,
11/28/2017,11:30,PIER,110,YSI Pro2030,,104.0,85.9,,14.9,754.2,,,
11/28/2017,11:30,PIER,160,YSI Pro2030,,101.0,85.3,,14.2,753.8,,,
11/28/2017,11:30,PIER,210,YSI Pro2030,,99.0,84.6,,13.9,753.6,,,
11/29/2017,11:00,PIER,10,YSI Pro2030,,113.0,87.7,,15.2,764.9,9.2,,
11/29/2017,11:00,PIER,60,YSI Pro2030,,109.0,86.7,,14.5,764.7,,,
11/29/2017,11:00,PIER,110,YSI Pro2030,,103.0,85.7,,14.0,764.5,,,
11/29/2017,11:00,PIER,160,YSI Pro2030,,106.0,85.3,,13.8,764.2,,,
11/29/2017,11:00,PIER,210,YSI Pro2030,,104.0,84.9,,13.5,764.0,,,
11/30/2017,11:20,PIER,10,YSI Pro2030,,127.0,85.5,,14.3,765.1,9.3,,
11/30/2017,11:20,PIER,60,YSI Pro2030,,125.0,85.5,,14.2,764.9,,,
11/30/2017,11:20,PIER,110,YSI Pro2030,,118.0,85.0,,13.7,764.6,,,
11/30/2017,11:20,PIER,160,YSI Pro2030,,114.0,84.0,,13.1,764.3,,,
11/30/2017,11:20,PIER,210,YSI Pro2030,,110.0,83.6,,13.0,764.2,,,
12/04/2017,11:10,PIER,10,YSI Pro2030,,125.0,82.4,,14.3,764.9,9.3,,
12/04/2017,11:10,PIER,60,YSI Pro2030,,124.0,82.2,,13.9,764.7,,,
12/04/2017,11:10,PIER,110,YSI Pro2030,,122.0,81.4,,13.2,764.7,,,
12/04/2017,11:10,PIER,160,YSI Pro2030,,120.0,81.1,,12.9,764.4,,,
12/04/2017,11:10,PIER,210,YSI Pro2030,,119.0,80.9,,12.8,764.3,,,
12/08/2017,10:45,PIER,10,YSI Pro2030,,117.0,78.4,,10.7,774.3,8.3,,
12/08/2017,10:45,PIER,60,YSI Pro2030,,106.0,78.2,,10.6,774.0,,,
12/08/2017,10:45,PIER,110,YSI Pro2030,,99.0,78.0,,10.5,773.7,,,
12/08/2017,10:45,PIER,160,YSI Pro2030,,103.0,77.6,,10.3,773.5,,,
12/08/2017,10:45,PIER,210,YSI Pro2030,,105.0,77.3,,10.1,773.3,,,
12/13/2017,12:00,PIER,10,YSI Pro2030,,137.0,78.5,,11.5,762.6,8.6,,
12/13/2017,12:00,PIER,60,YSI Pro2030,,135.0,77.7,,10.9,762.3,,,
12/13/2017,12:00,PIER,110,YSI Pro2030,,133.0,75.2,,9.3,762.0,,,
12/13/2017,12:00,PIER,160,YSI Pro2030,,130.0,74.6,,9.1,761.8,,,
12/13/2017,12:00,PIER,210,YSI Pro2030,,129.0,74.2,,8.9,761.5,,,
12/15/2017,12:15,PIER,10,YSI Pro2030,,140.0,78.2,,11.4,763.5,8.9,30.0,
12/15/2017,12:15,PIER,60,YSI Pro2030,,138.0,75.2,,13.5,763.3,,,
12/15/2017,12:15,PIER,110,YSI Pro2030,,132.0,74.5,,9.1,763.2,,,
12/15/2017,12:15,PIER,160,YSI Pro2030,,129.0,74.1,,8.9,763.0,,,
12/15/2017,12:15,PIER,210,YSI Pro2030,,10.0,74.0,,9.4,762.6,,,
12/18/2017,11:30,PIER,10,YSI Pro2030,,113.0,77.6,,11.2,767.5,8.8,,
12/18/2017,11:30,PIER,60,YSI Pro2030,,112.0,77.0,,10.8,767.4,,,
12/18/2017,11:30,PIER,110,YSI Pro2030,,110.0,76.3,,10.5,767.2,,,
12/18/2017,11:30,PIER,160,YSI Pro2030,,96.0,76.0,,10.1,767.1,,,
12/18/2017,11:30,PIER,210,YSI Pro2030,,80.0,76.6,,10.3,767.0,,,
12/19/2017,11:30,PIER,10,YSI Pro2030,,109.0,77.8,,10.8,770.4,8.9,,
12/19/2017,11:30,PIER,60,YSI Pro2030,,109.0,76.3,,10.3,770.2,,,
12/19/2017,11:30,PIER,110,YSI Pro2030,,102.0,75.6,,9.9,769.7,,,
12/19/2017,11:30,PIER,160,YSI Pro2030,,77.0,75.7,,10.2,769.3,,,
12/19/2017,11:30,PIER,210,YSI Pro2030,,38.0,77.1,,10.6,768.3,,,
12/21/2017,11:00,PIER,10,YSI Pro2030,,93.0,76.9,,11.3,770.1,9.0,,
12/21/2017,11:00,PIER,60,YSI Pro2030,,90.0,76.2,,10.3,770.0,,,
12/21/2017,11:00,PIER,110,YSI Pro2030,,87.0,74.8,,10.0,770.0,,,
12/21/2017,11:00,PIER,160,YSI Pro2030,,85.0,74.5,,9.7,770.0,,,
12/21/2017,11:00,PIER,210,YSI Pro2030,,84.0,74.6,,9.6,769.9,,,
12/27/2017,11:30,PIER,10,YSI Pro2030,,162.0,77.0,,12.4,768.0,8.8,,
12/27/2017,11:30,PIER,60,YSI Pro2030,,154.0,76.7,,11.9,767.8,,,
12/27/2017,11:30,PIER,110,YSI Pro2030,,143.0,75.3,,10.9,767.9,,,
12/27/2017,11:30,PIER,160,YSI Pro2030,,123.0,74.9,,10.7,767.4,,,
12/27/2017,11:30,PIER,210,YSI Pro2030,,60.0,75.1,,10.6,767.1,,,
01/02/2018,11:00,PIER,10,YSI Pro2030,,133.0,78.6,,13.0,769.4,9.1,,
01/02/2018,11:00,PIER,60,YSI Pro2030,,128.0,77.7,,12.7,769.2,,,
01/02/2018,11:00,PIER,110,YSI Pro2030,,110.0,77.7,,12.5,769.2,,,
01/02/2018,11:00,PIER,160,YSI Pro2030,,53.0,77.4,,11.9,769.0,,,
01/02/2018,11:00,PIER,210,YSI Pro2030,,5.0,77.7,,11.9,768.9,,,
01/05/2018,12:30,CUL1,5,YSI Pro2030,,25.0,161.5,,16.8,769.9,8.3,,
01/05/2018,11:23,MO1,5,YSI Pro2030,5.8,79.0,68.5,46.4,16.4,769.9,8.8,,
01/05/2018,12:00,PIER,10,YSI Pro2030,10.5,131.0,70.0,47.0,16.1,769.7,,,
01/05/2018,12:03,PIER,60,YSI Pro2030,,116.0,102.4,,14.4,769.7,,,
01/05/2018,12:05,PIER,110,YSI Pro2030,,84.0,103.3,,13.1,769.8,,,
01/05/2018,12:07,PIER,160,YSI Pro2030,,13.0,103.3,,12.5,769.8,,,
01/08/2018,12:55,VBR1,10,YSI Pro2030,2.0,24.0,32.12,20.1,18.2,758.6,,,
01/08/2018,12:55,VBR1,50,YSI Pro2030,0.5,7.0,38.07,24.2,18.4,758.6,,,
